9622.40000000 9819.40000000 9896.20000000 9896.20000000 9896.20000000 
9510.50000000 9610.70000000 9629.90000000 9594.60000000 9564.70000000 
9406.20000000 9464.60000000 9421.60000000 9377.40000000 9361.50000000 
9113.20000000 9288.80000000 9198.70000000 9030.10000000 8940.50000000 
